subjectID,tractID,nodeID,rd,fa,cl,ad,md
subject_000,Right Thalamic Radiation,87,0.495419047782,0.396980321874,0.174060207254,0.919562217635,0.6368001044
subject_000,Right Thalamic Radiation,88,0.499912448624,0.391452731574,0.172992365042,0.920971036845,0.640265311365
subject_000,Right Thalamic Radiation,89,0.503576817556,0.38718087491,0.174196603582,0.924871021701,0.644008218938
subject_000,Right Thalamic Radiation,90,0.505847325454,0.385451584123,0.176242976707,0.930127329706,0.647273993538
subject_000,Right Thalamic Radiation,91,0.508940390727,0.382789985248,0.176509405612,0.933648000977,0.650509594144
subject_000,Right Thalamic Radiation,92,0.51260755029,0.378246977676,0.174865175671,0.933238526027,0.652817875535
subject_000,Right Thalamic Radiation,93,0.514967314793,0.375289336025,0.175127514323,0.934063815287,0.654666148291
subject_000,Right Thalamic Radiation,94,0.518943294706,0.370940334544,0.175377824949,0.936392131802,0.658092907071
subject_000,Right Thalamic Radiation,95,0.526238080389,0.361489923532,0.169802547905,0.932949655449,0.661808605409
subject_000,Right Thalamic Radiation,96,0.533221952379,0.349521257322,0.161024270764,0.923533897783,0.66332593418
subject_000,Right Thalamic Radiation,97,0.538880979391,0.336576336491,0.153515331591,0.912295092915,0.663352350565
subject_000,Right Thalamic Radiation,98,0.552747891157,0.309581107495,0.140835409802,0.89482235938,0.666772713898
subject_000,Right Thalamic Radiation,99,0.571765429372,,0.127558710393,0.878159624923,0.673896827889
subject_000,Left Corticospinal,0,0.472893974054,,0.0714923460057,0.677883125509,0.541223691206
subject_000,Left Corticospinal,1,0.500471469467,0.341654877759,0.157446044613,0.802012287768,0.600985075567
subject_000,Left Corticospinal,2,0.518404121721,0.380394592016,0.178222168166,0.92449186856,0.653766704001
subject_000,Left Corticospinal,3,0.517295624884,0.40229993962,0.190173365191,0.971175203494,0.668588817754
subject_000,Left Corticospinal,4,0.502336211207,0.429179957065,0.210690830951,0.997377231724,0.667349884713
subject_000,Left Corticospinal,5,0.466302574977,0.468648986321,0.243063432041,1.0121838958,0.648263015251
subject_000,Left Corticospinal,6,0.434679938522,0.511122767299,0.27915219113,1.04198792935,0.637115935464
subject_000,Left Corticospinal,7,0.415774474086,0.544659281923,0.308949230467,1.07648955195,0.636012833374
subject_000,Left Corticospinal,8,0.404773142869,0.566143925249,0.329325506205,1.1027742615,0.637440182413
subject_000,Left Corticospinal,9,0.397614297074,0.579220728534,0.343771160415,1.1228586723,0.639362422149
subject_000,Left Corticospinal,10,0.391804219421,0.588853689434,0.35426919995,1.13961869812,0.64107571232
subject_000,Left Corticospinal,11,0.385211615804,0.595870165864,0.36112553779,1.14598855293,0.638803928178
subject_000,Left Corticospinal,12,0.378851644471,0.602392201156,0.368152540089,1.14999781997,0.635900369638
subject_000,Left Corticospinal,13,0.373619727149,0.610597437298,0.376402992146,1.15893545452,0.635391636271
subject_000,Left Corticospinal,14,0.371935322457,0.617309917938,0.383928506503,1.17149096032,0.638453868412
subject_000,Left Corticospinal,15,0.366797538912,0.627699048664,0.395586383557,1.18367247975,0.639089185858
subject_000,Left Corticospinal,16,0.358724955553,0.638850789422,0.409323305111,1.19090065065,0.636116853918
subject_000,Left Corticospinal,17,0.352422432485,0.648122339963,0.419683201958,1.19748564142,0.634110168796
subject_000,Left Corticospinal,18,0.346222388349,0.657360557814,0.428744878585,1.20307086843,0.631838548375
subject_000,Left Corticospinal,19,0.341164252522,0.665425301094,0.436036394964,1.2064560018,0.629594835614
subject_000,Left Corticospinal,20,0.342377071871,0.666965225266,0.436557246796,1.20946297075,0.63140570483
subject_000,Left Corticospinal,21,0.349466834058,0.661003008363,0.42964097797,1.21036230544,0.636431991185
subject_000,Left Corticospinal,22,0.356102046969,0.652734601521,0.420361520013,1.20524175691,0.639148616951
subject_000,Left Corticospinal,23,0.360672960712,0.643727170118,0.409993484012,1.1912746489,0.63754019011
subject_000,Left Corticospinal,24,0.367128865072,0.630960861882,0.397212328429,1.17294473947,0.635734156538
subject_000,Left Corticospinal,25,0.376745287942,0.614146862006,0.382448622893,1.15613673442,0.636542436769
subject_000,Left Corticospinal,26,0.384567768383,0.599876212548,0.370016818725,1.14312525932,0.637420265361
subject_000,Left Corticospinal,27,0.386861805939,0.592068044903,0.36293034155,1.13209345625,0.635272356044
subject_000,Left Corticospinal,28,0.383412430781,0.592322536217,0.362360698033,1.12340199426,0.630075618606
subject_000,Left Corticospinal,29,0.377691699043,0.597543873118,0.366119910333,1.12070792315,0.625363773744
subject_000,Left Corticospinal,30,0.372547388677,0.600434943799,0.369920522106,1.11669434423,0.620596373862
subject_000,Left Corticospinal,31,0.371532015336,0.5939148884,0.366894689462,1.10311897984,0.615394336837
subject_000,Left Corticospinal,32,0.373267758131,0.581756763564,0.358653091654,1.08338959857,0.609975038278
subject_000,Left Corticospinal,33,0.375560032757,0.5736024009,0.352138755927,1.07196988429,0.607696649933
